Date,Open,High,Low,Close
2003-12-05,130.78,131.14,130.54,130.8
2003-12-08,131.14,131.42,130.74,131.28
2003-12-09,131.3,131.6,130.73,131.23
2003-12-10,131.25,132.66,130.8,132.35
2003-12-11,132.36,132.38,131.19,132.03
2003-12-12,132.04,132.48,131.69,132.35
2003-12-15,131.35,132.56,131.23,132.52
2003-12-16,132.53,133.09,132.29,132.65
2003-12-17,132.66,133.38,132.16,133.18
2003-12-18,133.19,133.78,132.99,133.65
2003-12-19,133.61,133.85,133.17,133.44
2003-12-22,133.47,133.66,133.15,133.37
2003-12-23,133.42,133.42,132.96,133.18
2003-12-24,133.15,133.76,133.06,133.65
2003-12-26,133.46,133.74,133.09,133.44
2003-12-29,133.36,133.75,133.05,133.66
2003-12-30,133.64,134.43,133.54,134.19
2003-12-31,134.15,135.26,133.93,135.11
2004-01-02,134.81,135.15,134.13,134.62
2004-01-05,134.91,135.7,134.28,134.66
2004-01-06,134.67,135.98,134.47,135.15
2004-01-07,135.16,135.33,134.01,134.11
2004-01-08,134.12,135.69,133.32,135.64
2004-01-09,135.6,137.62,135.4,136.9
2004-01-12,136.94,137.26,135.78,135.78
2004-01-13,135.76,136.17,135.13,135.68
2004-01-14,135.64,135.87,134.12,134.37
2004-01-15,134.35,134.58,133.37,133.8
2004-01-16,133.75,133.95,131.66,132.33
2004-01-19,132.06,132.99,131.65,132.51
2004-01-20,132.54,135.02,132.36,134.55
2004-01-21,134.61,135.35,134.51,135.08
2004-01-22,135.05,135.58,134.5,134.96
2004-01-23,135.07,135.38,133.43,134.21
2004-01-26,133.87,134.18,132.49,132.54
2004-01-27,132.54,133.62,131.97,133.58
2004-01-28,133.58,133.9,131.83,131.99
2004-01-29,131.99,132.78,131.13,131.43
2004-01-30,131.43,132.04,130.76,131.53
2004-02-02,131.94,131.94,130.86,131.32
2004-02-03,131.32,133,131.04,132.31
2004-02-04,132.28,132.44,131.77,132.21
2004-02-05,132.11,133.23,132.09,132.79
2004-02-06,132.79,134.31,132.65,134.03
2004-02-09,133.69,134.91,133.35,134.22
2004-02-10,134.23,134.78,133.73,133.91
2004-02-11,133.92,135.42,133.54,135.26
2004-02-12,135.29,135.38,134.77,134.99
2004-02-13,135,135.8,134.09,134.15
2004-02-16,134.19,134.81,134.08,134.61
2004-02-17,134.59,135.97,134.55,135.77
2004-02-18,135.79,136.46,135.26,135.49
2004-02-19,135.55,136.25,135.22,136.21
2004-02-20,136.23,137.23,136.11,136.75
2004-02-23,136.32,136.45,135.55,136.14
2004-02-24,136.19,137.38,135.94,137.19
2004-02-25,137.21,137.58,136.01,136.12
2004-02-26,136.08,136.62,135.79,136.19
2004-02-27,136.22,136.75,134.83,136.33
2004-03-01,136.02,137.02,135.37,135.81
2004-03-02,135.8,136.05,134.28,134.45
2004-03-03,134.42,134.54,132.86,134.25
2004-03-04,134.16,135.64,133.75,135.4
2004-03-05,135.4,138.93,135.29,138.59
2004-03-08,138.69,139,137.77,137.94
2004-03-09,137.95,138.64,136.82,137.19
2004-03-10,137.17,137.37,135.3,135.52
2004-03-11,135.52,137.28,134.58,136.8
2004-03-12,136.81,137.1,134.86,135.39
2004-03-15,135.13,136.35,134.19,135.33
2004-03-16,135.33,135.39,133.29,133.48
2004-03-17,133.47,133.68,131.68,132.27
2004-03-18,132.31,132.7,130.8,132.35
2004-03-19,132.3,133.11,130.85,131.01
2004-03-22,131.16,132.54,131.07,131.78
2004-03-23,131.81,131.97,131.02,131.75
2004-03-24,131.77,132.14,128.63,128.89
2004-03-25,128.9,129.22,128.22,128.55
2004-03-26,128.57,128.91,127.67,128.5
2004-03-29,128,128.51,127.31,128.28
2004-03-30,128.32,129.74,128.09,128.69
2004-03-31,128.67,128.99,126.65,128.38
2004-04-01,128.33,128.59,127.48,128.12
2004-04-02,128.17,128.85,126.27,126.77
2004-04-05,126.37,127.13,125.83,126.15
2004-04-06,126.13,128.73,126.03,128.28
2004-04-07,128.02,128.43,127.28,128.11
2004-04-08,128.14,129.24,127.85,128.39
2004-04-09,128.41,129.08,127.95,128.51
2004-04-12,128.48,128.61,126.93,127.36
2004-04-13,127.4,127.7,126.41,127.31
2004-04-14,127.27,130.23,127.27,129.9
2004-04-15,129.85,130.15,129.17,129.48
2004-04-16,129.51,130.4,129,129.37
2004-04-19,129.42,130.65,129.34,130.1
2004-04-20,130.09,130.53,128.36,128.93
2004-04-21,128.93,129.95,128.56,129.42
2004-04-22,129.51,130.45,128.99,130.26
2004-04-23,130.27,130.99,128.82,128.98
2004-04-26,128.7,129.21,128.26,128.89
2004-04-27,128.89,130.68,128.4,130.51
2004-04-28,130.54,130.89,129.54,130.38
2004-04-29,130.38,131.7,130.18,131.42
2004-04-30,131.46,132.51,131.34,132.39
2004-05-03,132.4,132.51,131.34,131.62
2004-05-04,131.58,132.9,131.43,132.36
2004-05-05,132.4,132.87,131.53,132.21
2004-05-06,132.21,133.23,132.01,132.62
2004-05-07,132.61,133.84,132.42,133.53
2004-05-10,133.37,135.22,133.09,134.72
2004-05-11,134.69,134.87,133.96,134.01
2004-05-12,134.01,134.98,133.27,134.32
2004-05-13,134.46,135.75,134.36,135.36
2004-05-14,135.34,135.88,134.84,135.83
2004-05-17,135.74,137.56,135.43,137.42
2004-05-18,137.43,137.79,135.84,136.5
2004-05-19,136.48,136.51,135.11,135.69
2004-05-20,135.63,136.19,134.47,134.71
2004-05-21,134.71,135.22,134.29,134.56
2004-05-24,134.45,135.71,134.31,135.58
2004-05-25,135.51,136.31,135.15,135.23
2004-05-26,135.23,135.54,134.79,135.33
2004-05-27,135.38,136.34,135.24,136.05
2004-05-28,136.05,136.29,134.32,134.72
2004-05-31,134.93,135.13,132.99,133.43
2004-06-01,133.41,135.55,133.32,135.15
2004-06-02,135.2,135.99,134.16,134.26
2004-06-03,134.31,136.3,134.03,135.65
2004-06-04,135.66,136.7,135.25,136.52
2004-06-07,136.38,136.68,134.85,135.04
2004-06-08,135.02,135.44,134.38,134.43
2004-06-09,134.46,134.53,132,132.73
2004-06-10,132.66,133.08,131.52,132.28
2004-06-11,132.29,132.5,131.92,132.25
2004-06-14,132.14,134.4,131.81,133.86
2004-06-15,133.85,134.43,132.69,133.1
2004-06-16,133.08,133.21,131.99,132.05
2004-06-17,132.03,132.41,131.36,131.92
2004-06-18,131.91,132.15,131.08,132
2004-06-21,131.9,132.04,130.84,131.92
2004-06-22,131.94,132.36,130.91,132.13
2004-06-23,132.14,132.38,131.02,131.18
2004-06-24,131.16,131.17,130.07,130.45
2004-06-25,130.46,131.02,130.18,130.96
2004-06-28,130.85,131.76,130.71,131.48
2004-06-29,131.48,132.12,130.7,130.75
2004-06-30,130.74,133.38,130.72,132.59
2004-07-01,132.59,132.63,131.24,131.75
2004-07-02,131.77,133.77,131.7,133.39
2004-07-05,133.55,134.09,133.42,134.05
2004-07-06,134.05,134.86,133.79,134.49
2004-07-07,134.48,134.64,133.86,134.34
2004-07-08,134.31,134.98,134.08,134.97
2004-07-09,134.96,134.97,133.84,134.26
2004-07-12,133.84,134.4,133.43,134.31
2004-07-13,134.31,134.83,133.8,133.93
2004-07-14,133.9,135.27,133.64,135.16
2004-07-15,135.17,135.71,134.89,135.66
2004-07-16,135.65,135.77,134.98,135.32
2004-07-19,135.4,135.5,134.11,134.64
2004-07-20,134.67,135.38,133.69,133.72
2004-07-21,133.63,134.77,133.5,134.75
2004-07-22,134.75,134.81,134.07,134.46
2004-07-23,134.47,134.64,133.07,133.2
2004-07-26,133.29,133.7,132.81,133.49
2004-07-27,133.47,134.09,133.18,133.68
2004-07-28,133.67,134.92,133.6,134.64
2004-07-29,134.59,135.37,134.47,134.87
2004-07-30,134.9,135.05,133.63,133.85
2004-08-02,134.06,134.19,133.09,133.21
2004-08-03,133.22,133.59,132.83,133.33
2004-08-04,133.32,134.26,133.25,133.82
2004-08-05,133.86,134.87,133.69,134.68
2004-08-06,134.69,135.67,134.41,135.64
2004-08-09,135.61,135.87,135.17,135.79
2004-08-10,135.78,136.53,135.55,136.13
2004-08-11,136.14,136.36,135.1,135.46
2004-08-12,135.46,136.09,135.14,135.71
2004-08-13,135.7,136.97,135.63,136.96
2004-08-16,136.7,137.04,136.11,136.44
2004-08-17,136.46,136.65,135.49,135.66
2004-08-18,135.66,135.94,134.67,134.9
2004-08-19,134.91,135.44,134.86,135.29
2004-08-20,135.3,135.47,134.29,134.38
2004-08-23,134.33,134.55,133.22,133.3
2004-08-24,133.32,133.55,132,132.4
2004-08-25,132.42,133.55,132.03,133.04
2004-08-26,133.09,133.17,132.34,132.7
2004-08-27,132.71,132.83,131.56,131.71
2004-08-30,131.7,132.68,131.6,132.45
2004-08-31,132.43,133.45,132.21,132.91
2004-09-01,132.89,133.68,132.74,133.39
2004-09-02,133.37,133.57,132.76,133.21
2004-09-03,133.2,133.56,132.38,133.2
2004-09-06,133.35,133.41,132.66,132.9
2004-09-07,132.94,132.96,132.01,132.36
2004-09-08,132.4,133.27,131.77,133.24
2004-09-09,133.17,134.01,132.99,133.95
2004-09-10,133.97,134.9,133.89,134.41
2004-09-13,134.3,135.06,134.16,134.87
2004-09-14,134.88,135.08,134.09,134.28
2004-09-15,134.28,134.34,133.59,133.67
2004-09-16,133.69,133.77,133.06,133.53
2004-09-17,133.57,134.43,133.35,133.81
2004-09-20,133.81,134.03,133.14,133.72
2004-09-21,133.7,135.42,133.67,135.32
2004-09-22,135.28,135.7,135.1,135.68
2004-09-23,135.67,136.48,135.56,135.88
2004-09-24,135.88,136.42,135.53,135.71
2004-09-27,135.7,136.93,135.7,136.82
2004-09-28,136.83,137.53,136.64,137.23
2004-09-29,137.23,137.25,136.27,136.73
2004-09-30,136.74,137.35,136.38,136.81
2004-10-01,136.82,137.2,136.53,137.2
2004-10-04,137.14,137.31,136.02,136.16
2004-10-05,136.14,136.97,135.84,136.91
2004-10-06,136.93,137.01,136.36,136.68
2004-10-07,136.67,136.91,136.47,136.53
2004-10-08,136.5,136.73,135.77,135.9
2004-10-11,136,136.01,135.16,135.38
2004-10-12,135.4,135.71,134.99,135.15
2004-10-13,135.15,135.56,134.58,135.46
2004-10-14,135.45,135.94,135.21,135.74
2004-10-15,135.75,136.37,135.41,136.27
2004-10-18,136.28,136.87,136.22,136.46
2004-10-19,136.46,136.55,135.47,135.59
2004-10-20,135.58,136.62,135.58,136.25
2004-10-21,136.23,136.35,135.34,135.64
2004-10-22,135.64,136,135.47,136
2004-10-25,136.41,136.85,135.72,136.65
2004-10-26,136.61,136.95,135.69,136.3
2004-10-27,136.34,136.46,135.16,135.3
2004-10-28,135.35,135.54,134.8,135.38
2004-10-29,135.38,135.51,134.88,135.34
2004-11-01,135.6,136.04,135.33,135.73
2004-11-02,135.74,135.85,134.71,135.04
2004-11-03,135.07,136.24,134.64,136.16
2004-11-04,136.21,136.76,135.97,136.43
2004-11-05,136.44,136.96,135.86,136.87
2004-11-08,136.79,136.95,136.11,136.21
2004-11-09,136.19,136.68,136.13,136.25
2004-11-10,136.23,138.33,136.2,137.92
2004-11-11,137.86,137.94,137.45,137.48
2004-11-12,137.49,137.79,136.52,136.94
2004-11-15,137.01,137.07,136.01,136.3
2004-11-16,136.27,136.79,136.14,136.48
2004-11-17,136.51,136.75,135.24,135.61
2004-11-18,135.6,135.88,134.8,134.9
2004-11-19,134.87,135.18,134.02,134.5
2004-11-22,134.43,134.72,134.23,134.46
2004-11-23,134.45,135.56,134.22,135.24
2004-11-24,135.29,135.77,134.97,135.57
2004-11-25,135.6,136.08,135.02,135.87
2004-11-26,135.89,136.52,135.59,136.27
2004-11-29,136.26,136.65,136.01,136.46
2004-11-30,136.5,136.96,136.3,136.82
2004-12-01,136.88,137.07,136.56,136.92
2004-12-02,136.93,137,136.17,136.86
2004-12-03,136.86,137.74,136.66,137.16
2004-12-06,137.2,138.68,137.04,138.2
2004-12-07,138.19,138.38,137.57,138.09
2004-12-08,138.07,139,137.76,138.65
2004-12-09,138.65,139.39,138.45,139.25
2004-12-10,139.25,139.88,138.78,138.8
2004-12-13,139.26,139.59,138.89,139.36
2004-12-14,139.41,140.48,139.26,140.27
2004-12-15,140.32,140.34,139.26,139.64
2004-12-16,139.62,140.08,138.38,138.63
2004-12-17,138.71,138.86,138.26,138.68
2004-12-20,138.73,139.68,138.6,139.48
2004-12-21,139.53,139.93,138.88,139.48
2004-12-22,139.5,139.58,139.02,139.52
2004-12-23,139.52,140.01,139.16,139.9
2004-12-24,139.9,140.32,139.79,140.17
2004-12-27,140.29,140.77,139.99,140.27
2004-12-28,140.31,140.58,140.06,140.23
2004-12-29,140.22,141.53,140.08,141.18
2004-12-30,141.16,141.57,140.35,140.53
2004-12-31,140.54,140.58,138.74,139.08
2005-01-03,139.05,139.3,138.07,138.43
2005-01-04,138.41,138.95,137.82,138.59
2005-01-05,138.57,138.95,137.74,138.17
2005-01-06,138.14,138.58,137.88,138.31
2005-01-07,138.26,138.3,136.48,136.95
2005-01-10,136.79,137.02,136.21,136.46
2005-01-11,136.49,136.95,135.28,135.58
2005-01-12,135.58,136.11,135.02,135.65
2005-01-13,135.67,136.14,135.09,135.33
2005-01-14,135.32,135.44,133.29,133.53
2005-01-17,133.71,133.98,133.24,133.38
2005-01-18,133.32,134.34,132.96,133.03
2005-01-19,132.98,134.35,132.96,133.69
2005-01-20,133.7,134.26,133.04,133.9
2005-01-21,133.92,134.81,133.42,133.42
2005-01-24,134.05,134.72,133.79,133.85
2005-01-25,133.85,135.33,133.56,134.89
2005-01-26,134.88,134.95,134.19,134.79
2005-01-27,134.8,135.44,133.74,134.08
2005-01-28,134.05,135.18,133.93,134.69
2005-01-31,134.87,135.26,134.47,135.16
2005-02-01,135.17,135.52,134.98,135.15
2005-02-02,135.15,135.79,134.85,135.11
2005-02-03,135.12,135.77,135,135.57
2005-02-04,135.55,135.6,133.75,133.81
2005-02-07,134.39,134.5,133.57,133.65
2005-02-08,133.64,135.19,133.62,135.03
2005-02-09,134.99,135.46,134.62,135.2
2005-02-10,135.19,136.4,135.11,136.24
2005-02-11,136.23,136.28,135.76,135.89
2005-02-14,135.8,136.39,135.35,136.28
2005-02-15,136.26,136.59,135.52,135.97
2005-02-16,135.91,137.4,135.91,137.23
2005-02-17,137.19,138.03,137.17,137.92
2005-02-18,137.98,138.28,137.43,138.08
2005-02-21,138.02,138.19,137.6,137.64
2005-02-22,137.66,138.1,137.06,138.03
2005-02-23,138.01,138.82,137.99,138.61
2005-02-24,138.57,139.28,138.38,138.96
2005-02-25,139.01,139.38,138.5,139.33
2005-02-28,139.31,139.38,137.99,138.19
2005-03-01,138.16,138.26,137.43,137.57
2005-03-02,137.54,137.99,137.25,137.58
2005-03-03,137.58,138.14,137.54,137.94
2005-03-04,137.94,138.8,137.92,138.76
2005-03-07,138.68,138.99,138.31,138.89
2005-03-08,138.92,139.76,138.7,139.55
2005-03-09,139.56,139.85,138.61,139.24
2005-03-10,139.22,139.93,139.07,139.52
2005-03-11,139.52,140.18,139.41,140.18
2005-03-14,139.9,140.7,139.73,140.15
2005-03-15,140.14,140.29,138.88,139.11
2005-03-16,139.13,140,138.85,139.74
2005-03-17,139.74,139.99,139.43,139.81
2005-03-18,139.79,140.16,139.1,139.47
2005-03-21,139.41,139.49,138.24,138.45
2005-03-22,138.45,138.86,137.86,138.07
2005-03-23,138.04,138.15,137.31,137.6
2005-03-24,137.58,138.52,137.48,137.67
2005-03-25,137.66,137.92,137.5,137.75
2005-03-28,137.79,138.25,137.61,138.16
2005-03-29,138.16,139.07,138.13,138.89
2005-03-30,138.87,139.33,138.66,138.87
2005-03-31,138.84,139.08,138.26,138.77
2005-04-01,138.77,139.42,138.54,138.8
2005-04-04,138.67,139.35,138.67,139.13
2005-04-05,139.19,139.45,138.94,139.13
2005-04-06,139.11,139.95,138.86,139.78
2005-04-07,139.85,140.08,139.51,139.57
2005-04-08,139.57,140.12,139.03,140.08
2005-04-11,140.01,140.22,139.59,139.83
2005-04-12,139.84,140.11,139.04,139.11
2005-04-13,139.12,139.24,138.25,138.64
2005-04-14,138.64,138.89,138.32,138.6
2005-04-15,138.56,139.42,138.4,138.97
2005-04-18,138.97,140.03,138.78,139.8
2005-04-19,139.82,139.97,139.25,139.45
2005-04-20,139.45,139.91,139.23,139.88
2005-04-21,139.87,140.57,139.32,139.52
2005-04-22,139.5,139.59,138.08,138.46
2005-04-25,137.79,138,136.97,137.34
2005-04-26,137.32,137.88,137.15,137.79
2005-04-27,137.78,137.91,136.68,136.87
2005-04-28,136.85,137.33,136.33,136.92
2005-04-29,136.88,136.93,134.64,134.86
2005-05-02,135.08,135.62,134.81,135.12
2005-05-03,135.11,135.73,134.86,135.08
2005-05-04,135.11,135.75,134.89,135.37
2005-05-05,135.4,135.61,134.89,135.38
2005-05-06,135.38,135.93,134.21,134.78
2005-05-09,134.68,135.94,134.62,135.87
2005-05-10,135.88,136.02,135.55,135.89
2005-05-11,135.91,136.21,134.98,135.48
2005-05-12,135.49,135.81,135.28,135.4
2005-05-13,135.4,135.66,135.06,135.3
2005-05-16,135.41,135.89,134.81,135.05
2005-05-17,135.08,135.63,134.49,135.44
2005-05-18,135.43,135.87,135.21,135.68
2005-05-19,135.64,136.18,135.42,135.97
2005-05-20,135.94,136.1,135.57,135.71
2005-05-23,135.67,135.85,135.25,135.3
2005-05-24,135.29,135.58,135.01,135.35
2005-05-25,135.31,135.86,135,135.57
2005-05-26,135.59,135.99,134.9,135.05
2005-05-27,135,135.99,134.91,135.81
2005-05-30,135.35,135.49,134.49,134.68
2005-05-31,134.64,134.78,133.05,133.5
2005-06-01,133.49,133.66,132.3,132.51
2005-06-02,132.5,133.06,132.15,132.82
2005-06-03,132.84,132.88,131.56,131.56
2005-06-06,131.65,131.87,130.92,131.04
2005-06-07,131.02,131.43,130.64,130.91
2005-06-08,130.94,131.84,130.76,131.16
2005-06-09,131.14,131.65,130.88,131.28
2005-06-10,131.24,131.85,131.06,131.85
2005-06-13,131.56,132.73,131.12,132.61
2005-06-14,132.63,132.97,131.52,131.57
2005-06-15,131.59,132.45,131.42,132.32
2005-06-16,132.31,132.42,131.59,131.84
2005-06-17,131.78,133.46,131.58,133.28
2005-06-20,132.71,133.13,132.48,132.85
2005-06-21,132.82,132.88,131.42,131.84
2005-06-22,131.82,132.35,131.63,131.97
2005-06-23,131.98,132,130.58,131.04
2005-06-24,131.02,132.21,130.78,131.78
2005-06-27,132.1,133.15,132.06,133
2005-06-28,132.99,133.36,132.48,132.53
2005-06-29,132.54,133.47,132.4,133.24
2005-06-30,133.26,134.36,133.06,133.91
2005-07-01,133.92,134.28,133.39,133.4
2005-07-04,133.36,133.37,132.48,132.74
2005-07-05,132.72,133.33,132.67,133.03
2005-07-06,133.05,133.92,132.87,133.84
2005-07-07,133.82,134.28,133.39,133.83
2005-07-08,133.84,134.46,133.52,134.46
2005-07-11,134.48,135.14,134,134.85
2005-07-12,134.88,135.73,134.6,135.67
2005-07-13,135.68,135.84,135.09,135.18
2005-07-14,135.17,135.94,134.76,135.6
2005-07-15,135.62,136,134.89,135.13
2005-07-18,134.98,135.49,134.62,134.85
2005-07-19,134.83,135.82,134.72,135.64
2005-07-20,135.66,137.15,135.57,137.04
2005-07-21,137.03,137.18,133.56,134.18
2005-07-22,134.16,135.3,133.98,134.29
2005-07-25,134.26,135.19,134.13,134.48
2005-07-26,134.44,135.23,134.33,135.22
2005-07-27,135.2,135.75,134.82,135.56
2005-07-28,135.57,136.26,135.28,135.97
2005-07-29,135.99,136.78,135.68,136.44
2005-08-01,136.54,136.98,136.36,136.77
2005-08-02,136.75,136.82,135.72,135.84
2005-08-03,135.83,137.13,135.71,137.02
2005-08-04,137.03,137.82,136.64,137.74
2005-08-05,137.73,138.4,137.6,138.38
2005-08-08,138.42,138.81,137.99,138.47
2005-08-09,138.44,138.72,138.16,138.42
2005-08-10,138.43,138.48,136.5,136.99
2005-08-11,137,137.11,136.48,136.77
2005-08-12,136.78,136.93,135.94,135.99
2005-08-15,136.25,136.28,134.94,135.15
2005-08-16,135.13,135.45,134.5,135.38
2005-08-17,135.36,135.57,134.62,134.74
2005-08-18,134.72,135.4,134.36,134.54
2005-08-19,134.55,134.69,134.13,134.23
2005-08-22,134.33,134.44,133.48,134.09
2005-08-23,134.1,134.78,133.83,134.43
2005-08-24,134.41,135.27,134.32,135.24
2005-08-25,135.23,135.52,134.77,135.3
2005-08-26,135.33,135.67,134.8,135.25
2005-08-29,135.32,136.09,135.05,135.28
2005-08-30,135.26,136.11,135.02,135.89
2005-08-31,135.88,136.74,135.77,136.49
2005-09-01,136.47,137.36,136.39,137.23
2005-09-02,137.2,137.87,137.05,137.59
2005-09-05,137.48,137.64,136.51,136.91
2005-09-06,136.9,136.98,136.28,136.6
2005-09-07,136.59,137.37,136.25,136.56
2005-09-08,136.58,137.3,136.53,136.96
2005-09-09,136.98,137.57,136.05,136.08
2005-09-12,135.42,135.75,134.86,135.45
2005-09-13,135.44,136.25,135.35,135.75
2005-09-14,135.74,136.05,135.2,135.43
2005-09-15,135.45,135.72,134.49,135.26
2005-09-16,135.24,136.37,135.22,136.21
2005-09-19,135.61,135.74,134.98,135.27
2005-09-20,135.29,135.94,135.09,135.63
2005-09-21,135.7,136.25,135.47,136.01
2005-09-22,136,136.47,135.35,135.6
2005-09-23,135.59,135.76,134.87,135.41
2005-09-26,135.23,135.69,134.91,135.38
2005-09-27,135.33,136.21,135.31,136.05
2005-09-28,136.03,136.21,135.72,136.07
2005-09-29,136.03,136.35,135.69,136.14
2005-09-30,136.1,136.82,135.92,136.44
2005-10-03,136.43,136.72,135.85,136.04
2005-10-04,136.01,136.48,135.86,136.21
2005-10-05,136.22,136.64,135.81,136.64
2005-10-06,136.57,138.02,136.53,137.92
2005-10-07,137.9,138.15,137.56,138.01
2005-10-10,137.82,138.23,137.5,137.69
2005-10-11,137.68,137.71,136.95,137.28
2005-10-12,137.27,137.74,137.02,137.49
2005-10-13,137.47,137.73,136.93,137.59
2005-10-14,137.61,137.97,137.42,137.69
2005-10-17,137.84,138.46,137.62,138.1
2005-10-18,138.12,138.64,138,138.38
2005-10-19,138.37,138.55,137.63,138.32
2005-10-20,138.31,138.7,138.01,138.58
2005-10-21,138.56,139.11,138.27,138.48
2005-10-24,138.4,138.46,137.94,138.17
2005-10-25,138.2,139.3,137.99,139.25
2005-10-26,139.23,139.93,139.09,139.72
2005-10-27,139.7,140.17,139.54,140.08
2005-10-28,140.07,140.16,139.33,139.56
2005-10-31,139.6,139.85,139.28,139.61
2005-11-01,139.63,140.39,139.45,140.33
2005-11-02,140.37,141.14,140.12,141.11
2005-11-03,141.1,141.15,139.78,140.01
2005-11-04,140.02,140.79,139.4,139.72
2005-11-07,139.63,139.7,138.44,138.77
2005-11-08,138.76,138.78,137.74,138.19
2005-11-09,138.17,138.4,137.55,138.33
2005-11-10,138.31,138.75,138,138
2005-11-11,138.01,138.38,137.49,138.38
2005-11-14,138.38,139.34,138.23,138.84
2005-11-15,138.81,139.37,138.78,139.34
2005-11-16,139.33,139.82,138.89,139.07
2005-11-17,139.06,139.65,138.45,139.47
2005-11-18,139.49,140.24,139.04,140.18
2005-11-21,140.33,140.7,139.23,139.53
2005-11-22,139.54,140.39,139.42,140.33
2005-11-23,140.34,140.43,139.51,140.23
2005-11-24,140.21,140.38,139.88,140.07
2005-11-25,140.06,140.59,140.06,140.17
2005-11-28,140.09,140.93,139.94,140.83
2005-11-29,140.82,141.07,140.37,140.86
2005-11-30,140.84,141.32,140.51,141.24
2005-12-01,141.2,141.59,140.74,141.45
2005-12-02,141.46,141.75,140.68,141.24
2005-12-05,141.75,142.7,141.64,142.57
2005-12-06,142.61,142.79,142.24,142.25
2005-12-07,142.24,142.57,141.52,141.77
2005-12-08,141.76,142.56,141.26,142.13
2005-12-09,142.15,142.65,141.73,142.5
2005-12-12,142.37,143.59,142.36,143.2
2005-12-13,143.19,143.61,143.05,143.26
2005-12-14,143.25,143.53,140.14,140.93
2005-12-15,140.94,141.12,138.95,139.32
2005-12-16,139.35,139.97,138.18,138.92
2005-12-19,138.96,140.02,138.86,139.42
2005-12-20,139.41,139.93,138.52,138.93
2005-12-21,138.92,139.35,138.54,138.85
2005-12-22,138.84,139.19,138.26,138.5
2005-12-23,138.49,138.63,137.57,137.97
2005-12-26,138.06,138.22,137.55,137.83
2005-12-27,137.87,139.07,137.84,138.88
2005-12-28,138.89,139.88,138.74,139.39
2005-12-29,139.37,139.87,139.27,139.45
2005-12-30,139.46,139.81,138.66,139.47
2006-01-02,139.29,139.7,139,139.27
2006-01-03,139.28,139.86,138.87,139.61
2006-01-04,139.63,140.78,139.35,140.65
2006-01-05,140.64,140.87,139.95,140.37
2006-01-06,140.41,140.61,138.84,139.04
2006-01-09,139.07,139.11,137.63,138.37
2006-01-10,138.4,138.45,137.76,138.01
2006-01-11,138.02,138.71,137.91,138.61
2006-01-12,138.63,138.78,137.06,137.83
2006-01-13,137.82,138.72,137.81,138.62
2006-01-16,138.66,139.47,138.4,139.43
2006-01-17,139.44,139.91,138.99,139.82
2006-01-18,139.84,140.05,139.16,139.61
2006-01-19,139.6,139.72,138.77,139.63
2006-01-20,139.62,139.94,138.97,139.84
2006-01-23,139.81,141.04,139.8,140.83
2006-01-24,140.86,141.06,140.36,140.91
2006-01-25,140.92,142.03,140.9,141.74
2006-01-26,141.76,142.25,141.53,142.12
2006-01-27,142.16,142.42,141.69,141.81
2006-01-30,141.89,142.3,141.5,142.18
2006-01-31,142.2,142.62,141.6,142.38
2006-02-01,142.36,142.72,142.03,142.3
2006-02-02,142.31,143.39,142.27,143.3
2006-02-03,143.26,143.39,142.71,142.97
2006-02-06,143,143.01,142.14,142.43
2006-02-07,142.45,142.57,141.01,141.09
2006-02-08,141.09,141.78,140.91,141.71
2006-02-09,141.69,142.44,141.65,142.41
2006-02-10,142.38,142.5,139.96,140.27
2006-02-13,140.06,140.57,139.74,140.1
2006-02-14,140.13,140.15,139.34,139.89
2006-02-15,139.88,140.37,139.46,140.13
2006-02-16,140.12,140.24,139.81,140.02
2006-02-17,140.03,141.33,139.75,140.9
2006-02-20,141.04,141.48,140.93,141.2
2006-02-21,141.17,141.66,141.04,141.45
2006-02-22,141.4,141.61,140.64,141.05
2006-02-23,141.05,141.09,139.28,139.49
2006-02-24,139.47,139.59,138.63,138.82
2006-02-27,138.89,138.91,137.21,137.67
2006-02-28,137.67,138.38,137.53,138.06
2006-03-01,138.05,138.82,137.76,138.25
2006-03-02,138.24,139.63,138.2,139.47
2006-03-03,139.46,140.28,139.1,140.15
2006-03-06,140.25,141.37,140.2,141.23
2006-03-07,141.22,141.3,139.75,140.01
2006-03-08,140.02,140.6,139.5,140.45
2006-03-09,140.43,141.08,139.73,140.67
2006-03-10,140.67,141.84,140.4,141.69
2006-03-13,141.64,142.32,141.63,142
2006-03-14,142,142.07,140.94,141.28
2006-03-15,141.3,141.73,141.06,141.66
2006-03-16,141.66,142.46,141.58,142.25
2006-03-17,142.24,142.32,141.1,141.28
2006-03-20,141.31,141.72,140.66,141.5
2006-03-21,141.49,141.9,141.18,141.8
2006-03-22,141.77,141.95,140.97,141.38
2006-03-23,141.34,141.39,140.64,141.06
2006-03-24,141.06,141.85,140.93,141.3
2006-03-27,141.49,141.59,139.96,140.23
2006-03-28,140.2,141.7,139.68,141.52
2006-03-29,141.49,141.8,141.1,141.63
2006-03-30,141.62,142.82,141.51,142.7
2006-03-31,142.71,142.98,142.24,142.61
2006-04-03,142.67,143.04,142.36,142.82
2006-04-04,142.86,144.11,142.65,144.07
2006-04-05,144.04,144.54,143.17,144.22
2006-04-06,144.23,144.86,143.63,143.9
2006-04-07,143.91,143.96,142.65,143.01
2006-04-10,143.03,143.57,142.74,143.31
